"id","ref_id","user_id","batch_id","amount","charge","profit","refund","status","medium","payment_channel","transaction_context","created_at"
"26373","nivas_8377_1776756102757","8377",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 08:24:02"
"26374","nivas_14180_1776756808803","14180",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 08:35:02"
"26375","nivas_14181_1776757080893","14181",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 08:40:45"
"26376","nivas_13319_1776757241529","13319",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 08:41:59"
"26377","nivas_9414_1776758040016","9414",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 08:56:02"
"26378","nivas_955_1776758192","955",NULL,"2658","158","18","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:00:03"
"26379","nivas_12520_1776758653093","12520",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:06:31"
"26380","nivas_9581_1776758780006","9581",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:07:42"
"26381","nivas_2124_1776758887844","2124",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:09:25"
"26382","nivas_388_1776759037","388",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:14:02"
"26383","nivas_13363_1776758988286","13363",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:14:42"
"26384","nivas_11989_1776759262898","11989",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:15:30"
"26386","nivas_2176_1776759145","2176",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:16:03"
"26387","nivas_5920_1776759367573","5920",NULL,"2095","95","74","0","successful","NIVASITY","wallet","purchase","2026-04-21 09:16:09"
"26388","nivas_2561_1776759469299","2561",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:20:04"
"26389","nivas_12251_1776759602122","12251",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:21:01"
"26390","nivas_12286_1776759637923","12286",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:24:02"
"26391","nivas_90_1776759792501","90",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:24:25"
"26392","nivas_9038_1776761412546","9038",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:51:48"
"26393","nivas_12162_1776761484898","12162",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 09:55:47"
"26394","nivas_11482_1776762100628","11482",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:03:26"
"26395","nivas_2184_1776762278715","2184",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:05:27"
"26397","nivas_12422_1776762279583","12422",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:06:24"
"26398","nivas_12889_1776762386708","12889",NULL,"3110","110","79","0","successful","NIVASITY","wallet","purchase","2026-04-21 10:06:30"
"26399","nivas_14186_1776762592067","14186",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:11:11"
"26400","nivas_14184_1776762620345","14184",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:14:03"
"26401","nivas_14183_1776762832213","14183",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:15:50"
"26403","nivas_11988_1776702258882","11988",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:33:43"
"26404","nivas_6977_1776764373697","6977",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:40:37"
"26405","nivas_5220_1776764314151","5220",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:42:03"
"26406","nivas_11293_1776764501370","11293",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:44:03"
"26407","nivas_10748_1776764669","10748",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:48:03"
"26408","nivas_398_1776764872048","398",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:50:02"
"26409","nivas_2142_1776765142","2142",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:53:32"
"26410","nivas_7999_1776765209685","7999",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 10:54:54"
"26412","nivas_2021_1776766375311","2021",NULL,"1295","95","82","0","successful","NIVASITY","wallet","purchase","2026-04-21 11:12:58"
"26413","nivas_14190_1776766352469","14190",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 11:13:56"
"26414","nivas_14189_1776766580053","14189",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 11:21:50"
"26415","nivas_1168_1776767176283","1168",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 11:28:44"
"26416","nivas_14191_1776767319156","14191",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 11:29:41"
"26418","nivas_4411_1776768585055","4411",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 11:51:47"
"26419","nivas_270_1776769006455","270",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:00:04"
"26420","nivas_9829_1776769086489","9829",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:00:39"
"26422","nivas_14192_1776770986424","14192",NULL,"5120","120","68","0","successful","NIVASITY","wallet","purchase","2026-04-21 12:29:47"
"26423","nivas_3862_1775633476698","3862",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:39:43"
"26424","nivas_12106_1776771453749","12106",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:42:04"
"26425","nivas_9070_1776772224442","9070",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:52:08"
"26427","nivas_8661_1776772673290","8661",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:59:01"
"26429","nivas_3943_1776772773239","3943",NULL,"2860","110","82","0","successful","NIVASITY","wallet","purchase","2026-04-21 12:59:34"
"26430","nivas_13553_1776772599203","13553",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 12:59:52"
"26431","nivas_8410_1776774678212","8410",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 13:32:13"
"26433","nivas_12417_1776775080","12417",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-21 13:38:01"
"26434","nivas_1992_1776775847147","1992",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 13:54:02"
"26435","nivas_1333_1776776076028","1333",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 13:56:26"
"26436","nivas_11740_1776776378245","11740",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 14:00:25"
"26437","nivas_10734_1776776663395","10734",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 14:06:11"
"26438","nivas_14196_1776778379704","14196",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 14:35:39"
"26439","nivas_10697_1776778797923","10697",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 14:44:02"
"26441","nivas_14199_1776780618879","14199",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:11:12"
"26442","nivas_13071_1776780800130","13071",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-21 15:13:23"
"26443","nivas_9115_1776781365731","9115",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:24:23"
"26444","nivas_9486_1776781309222","9486",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:28:02"
"26445","nivas_14201_1776782818649","14201",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:48:44"
"26446","nivas_14200_1776783133900","14200",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:55:57"
"26447","nivas_14203_1776783401113","14203",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 15:57:59"
"26448","nivas_9135_1776783804116","9135",NULL,"3876","176","18","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:05:12"
"26449","nivas_12439_1776784098039","12439",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:11:25"
"26451","nivas_14206_1776784821920","14206",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:21:51"
"26452","nivas_11472_1776784852","11472",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:22:48"
"26453","nivas_14207_1776785235321","14207",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:29:12"
"26454","nivas_14205_1776785536648","14205",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:33:15"
"26455","nivas_13650_1776786244208","13650",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:45:22"
"26456","nivas_14210_1776786236605","14210",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:46:02"
"26457","nivas_8896_1776786331956","8896",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 16:47:15"
"26459","nivas_14209_1776787003703","14209",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:00:02"
"26460","nivas_11330_1776787665871","11330",NULL,"2759","159","18","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:08:47"
"26461","nivas_14214_1776787917452","14214",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:14:02"
"26462","nivas_14213_1776787819987","14213",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:14:04"
"26463","nivas_14215_1776788855632","14215",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:28:35"
"26464","nivas_5003_1776789059642","5003",NULL,"45815","815","28","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:33:09"
"26465","nivas_10705_1776789154364","10705",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:36:02"
"26467","nivas_13256_1776789417189","13256",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-21 17:36:58"
"26468","nivas_13913_1776789639077","13913",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 17:42:42"
"26469","nivas_1901_1776796252058","1901",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 19:29:33"
"26470","nivas_8754_1776796639140","8754",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 19:40:02"
"26471","nivas_14218_1776796839776","14218",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 19:45:28"
"26472","nivas_8391_1776797335743","8391",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 19:50:20"
"26473","nivas_9520_1776797466261","9520",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 19:54:02"
"26474","nivas_1691_1776799124702","1691",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:21:40"
"26475","nivas_14217_1776799377502","14217",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:29:12"
"26476","nivas_10572_1776800133204","10572",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:36:12"
"26477","nivas_9093_1776800147520","9093",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:37:17"
"26478","nivas_10223_1776800008968","10223",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:38:33"
"26479","nivas_13352_1776800467819","13352",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:42:46"
"26480","nivas_9406_1776800659271","9406",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:46:02"
"26481","nivas_10740_1776800727361","10740",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:48:03"
"26482","nivas_14221_1776800701848","14221",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:48:12"
"26483","nivas_14219_1776800828210","14219",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:50:03"
"26486","nivas_10425_1776801437746","10425",NULL,"1295","95","82","0","successful","NIVASITY","wallet","purchase","2026-04-21 20:57:19"
"26487","nivas_14220_1776801053724","14220",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 20:59:36"
"26488","nivas_14204_1776801370015","14204",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:02:02"
"26490","nivas_13636_1776801959781","13636",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:07:39"
"26491","nivas_14222_1776801914640","14222",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:10:02"
"26493","nivas_14226_1776802559321","14226",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:20:05"
"26494","nivas_14193_1776803183502","14193",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:29:08"
"26495","nivas_8915_1776803509423","8915",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:34:02"
"26496","nivas_14225_1776803760053","14225",NULL,"2095","95","74","0","successful","NIVASITY","wallet","purchase","2026-04-21 21:36:01"
"26497","nivas_7432_1776803948358","7432",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-21 21:42:02"
"26498","nivas_14012_1776806366867","14012",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 22:20:33"
"26499","nivas_9859_1776806597201","9859",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 22:24:55"
"26500","nivas_4096_1776806875277","4096",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-21 22:30:03"
"26501","nivas_9854_1776807676946","9854",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-21 22:42:24"
"26502","nivas_210_1776810458884","210",NULL,"2658","158","18","0","successful","PAYSTACK","gateway","purchase","2026-04-21 23:30:03"
"26503","nivas_8531_1776811587262","8531",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-21 23:47:14"
"26504","nivas_11246_1776819348558","11246",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 01:58:02"
"26505","nivas_9235_1776829519374","9235",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 04:46:25"
"26506","nivas_9184_1776835650931","9184",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 06:28:59"
"26507","nivas_9355_1776821750765","9355",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 06:39:36"
"26508","nivas_12197_1776836677662","12197",NULL,"3774","174","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 06:46:06"
"26509","nivas_14229_1776838221313","14229",NULL,"3368","168","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 07:12:23"
"26510","nivas_14230_1776838359888","14230",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 07:14:20"
"26511","nivas_12402_1776839320213","12402",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 07:29:55"
"26512","nivas_9023_1776839825344","9023",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 07:38:46"
"26514","nivas_14187_1776821106361","14187",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 07:48:34"
"26515","nivas_14231_1776840551678","14231",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-22 07:49:14"
"26518","nivas_7952_1776841468850","7952",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:05:19"
"26519","nivas_9328_1776842286953","9328",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:20:48"
"26520","nivas_9227_1776842683805","9227",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:25:59"
"26522","nivas_3815_1776843275637","3815",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-22 08:34:44"
"26523","nivas_13847_1776843210594","13847",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:36:03"
"26524","nivas_13553_1776843662899","13553",NULL,"3419","169","18","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:42:25"
"26525","nivas_8920_1776843836204","8920",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:44:33"
"26526","nivas_8589_1776844098473","8589",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:48:41"
"26527","nivas_10243_1776844273974","10243",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:52:17"
"26528","nivas_8387_1776844558851","8387",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 08:56:45"
"26529","nivas_8575_1776844844389","8575",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:03:33"
"26530","nivas_10258_1776845587036","10258",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:16:02"
"26531","nivas_10252_1776845457211","10252",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:16:04"
"26533","nivas_8895_1776845781719","8895",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:17:42"
"26534","nivas_14061_1776845975323","14061",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:20:31"
"26535","nivas_10343_1776846000694","10343",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:21:04"
"26536","nivas_11019_1776846136292","11019",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:23:02"
"26537","nivas_11772_1776846368723","11772",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:28:38"
"26538","nivas_10187_1776846763152","10187",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:33:14"
"26539","nivas_10172_1776846771202","10172",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:34:25"
"26540","nivas_10038_1776846779957","10038",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:34:27"
"26541","nivas_10781_1776846790682","10781",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:34:45"
"26542","nivas_14147_1776847593924","14147",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:47:26"
"26543","nivas_1450_1776847647772","1450",NULL,"2860","110","80","0","successful","NIVASITY","wallet","purchase","2026-04-22 09:47:31"
"26544","nivas_9514_1776847645515","9514",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:48:10"
"26545","nivas_11342_1776847925508","11342",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:52:36"
"26546","nivas_12586_1776848211158","12586",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-22 09:58:10"
"26548","nivas_14228_1776877630373","14228",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:09:13"
"26549","nivas_14238_1776848975593","14238",NULL,"2860","110","80","0","successful","NIVASITY","wallet","purchase","2026-04-22 10:09:48"
"26550","nivas_8568_1776849033647","8568",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:11:35"
"26552","nivas_9565_1776849156169","9565",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:13:40"
"26553","nivas_9314_1776849188656","9314",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:14:03"
"26554","nivas_14239_1776849255499","14239",NULL,"2095","95","74","0","successful","NIVASITY","wallet","purchase","2026-04-22 10:14:17"
"26555","nivas_3964_1776849211316","3964",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:14:31"
"26556","nivas_14241_1776849378342","14241",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:17:53"
"26557","nivas_14236_1776849611288","14236",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:21:46"
"26558","nivas_14242_1776849631","14242",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:24:03"
"26560","nivas_14240_1776849849486","14240",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:25:12"
"26561","nivas_9732_1776849891350","9732",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:25:57"
"26562","nivas_14244_1776850078150","14244",NULL,"2095","95","74","0","successful","NIVASITY","wallet","purchase","2026-04-22 10:28:00"
"26564","nivas_267_1776850609126","267",NULL,"3419","169","18","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:38:19"
"26565","nivas_11030_1776850727557","11030",NULL,"2860","110","81","0","successful","NIVASITY","wallet","purchase","2026-04-22 10:38:49"
"26566","nivas_10577_1776850679618","10577",NULL,"3419","169","18","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:39:09"
"26567","nivas_8366_1776851108384","8366",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:45:40"
"26568","nivas_8351_1776851161178","8351",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:49:16"
"26569","nivas_12057_1776851709989","12057",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:56:17"
"26570","nivas_9733_1776851873","9733",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 10:59:18"
"26571","nivas_10216_1776852261967","10216",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:06:05"
"26572","nivas_11539_1776852337119","11539",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:07:32"
"26573","nivas_7807_1776852264879","7807",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:08:02"
"26574","nivas_8951_1776852428689","8951",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:08:44"
"26575","nivas_12078_1776852601810","12078",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:11:13"
"26576","nivas_11666_1776852598192","11666",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:14:03"
"26577","nivas_8449_1776852908992","8449",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:17:45"
"26578","nivas_14246_1776853480216","14246",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:26:14"
"26579","nivas_10263_1776853541235","10263",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:26:39"
"26580","nivas_1243_1776853544130","1243",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:27:27"
"26581","nivas_14232_1776853681104","14232",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:30:48"
"26582","nivas_13231_1776854030","13231",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:35:49"
"26583","nivas_12186_1776854509827","12186",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:43:13"
"26584","nivas_12627_1776854726109","12627",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:48:06"
"26585","nivas_13654_1776854911622","13654",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:49:54"
"26586","nivas_5277_1776854865100","5277",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:50:02"
"26587","nivas_14247_1776855098389","14247",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:52:45"
"26589","nivas_6011_1776855306599","6011",NULL,"2095","95","74","0","successful","NIVASITY","wallet","purchase","2026-04-22 11:55:08"
"26590","nivas_13141_1776855290732","13141",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:55:28"
"26591","nivas_8531_1776855381751","8531",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:57:23"
"26592","nivas_6905_1776855359978","6905",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 11:59:32"
"26593","nivas_11690_1776855561994","11690",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:02:02"
"26594","nivas_7116_1776855913","7116",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:06:08"
"26595","nivas_14073_1776855964252","14073",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:07:20"
"26596","nivas_14245_1776856641072","14245",NULL,"4180","180","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:18:18"
"26597","nivas_9728_1776857379648","9728",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:30:17"
"26598","nivas_7531_1776857476650","7531",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:33:05"
"26599","nivas_14089_1776857509333","14089",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:33:23"
"26600","nivas_9720_1776858139034","9720",NULL,"1300","100","80","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:43:02"
"26601","nivas_14250_1776858553166","14250",NULL,"5195","195","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:50:53"
"26602","nivas_13971_1776858781990","13971",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:54:05"
"26603","nivas_11021_1776858901271","11021",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:58:02"
"26604","nivas_9209_1776858809341","9209",NULL,"1400","100","79","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:58:15"
"26605","nivas_13964_1776859024825","13964",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:58:59"
"26606","nivas_14252_1776859131314","14252",NULL,"2100","100","68","0","successful","PAYSTACK","gateway","purchase","2026-04-22 12:59:36"
"26607","nivas_10698_1776859423660","10698",NULL,"2911","161","17","0","successful","PAYSTACK","gateway","purchase","2026-04-22 13:05:20"
